time_s,timestamp,cstr.T_R_C,cstr.T_J_C,cstr.C_A,cstr.F_feed,cstr.F_cool,cstr.T_feed_C,cstr.T_cool_in_C,cstr.P_R,cstr.conversion,column.x_D,column.x_B_A,column.purity_B,column.T_top_C,column.T_bot_C,column.RR,column.F_vap_kgh,column.Q_reb_kW,column.P_top_bar,column.P_bot_bar
0.0,2026-04-01T00:00:00,77.6820366318324,57.27897095412343,175.94287469787065,2.022197977559045,0.30414103904837936,70.05771037912572,14.936353635362902,2.010839044408206,0.8258524287955105,0.9982187959704754,0.0070580216944564605,99.22761804209544,70.27099468806223,117.58734788993374,5.5,2181.734913821257,270.4969875467011,1.0132683119793235,1.1464143591505958
60.0,2026-04-01T00:01:00,77.88489312789514,57.00739727648389,174.34126255534653,2.0493974893462363,0.30507063056969264,70.07547696443123,14.985402210688477,2.025638044541194,0.8373968602315418,1.0003635219060492,0.006975446937922874,99.28487839388256,69.78652718600921,117.96643255356048,5.5,2159.2879849412807,265.0224506946873,1.02877078808305,1.1702591042198858
120.0,2026-04-01T00:02:00,77.98704982951853,57.29915483528119,173.97513409520855,1.9928203597482383,0.3064347233700992,69.98435246751706,14.932624085001294,1.9872187979913558,0.828013630608576,0.9980070009898281,0.00926931989029519,99.2661499483079,70.03910731832988,117.7264335813979,5.5,2177.389784293652,262.4114547201035,1.014049243495266,1.14008515422618
180.0,2026-04-01T00:03:00,77.61864896234614,57.37968041226613,174.82969950373422,2.007322049756907,0.29748623232430293,69.96835171706773,14.953936025876109,1.9712746050195011,0.8398563548979537,1.0005020521492192,0.006276348919072734,99.31605419344992,69.94490644601497,117.67815075547423,5.5,2216.019002801677,270.29453992946037,1.0373798763792803,1.147138124864544
240.0,2026-04-01T00:04:00,77.77073695431572,57.36651169042464,171.87015095067977,2.0034643489657937,0.29720786120294357,70.08132737204208,15.164180101374075,1.9954699830324165,0.8232010422615939,0.998334635988605,0.006001113563731816,99.28673191914034,70.11709884395445,117.70388161073406,5.5,2180.726141384193,266.12827627642105,1.0184826731694232,1.165130155625444
300.0,2026-04-01T00:05:00,77.66617150230543,57.31035748940461,167.38221107134166,2.0349595627155805,0.3038264503033036,69.94842324069867,15.16581133183035,1.9940547480872148,0.8171316658943694,0.9983408337385308,0.007364070258455699,99.28787542440217,70.48572622985188,117.8909153402154,5.5,2234.009052948789,257.4918609830822,1.0161468622120156,1.1186224146009622
360.0,2026-04-01T00:06:00,77.75638775952065,57.52747250751526,168.49090022399537,2.0054328501210237,0.3014676037538686,70.07873165011904,14.964368661586795,1.994883756491197,0.8353222659257329,0.9999463217160689,0.0067262182430600954,99.31457467319534,70.04785847517101,117.77046638413283,5.5,2160.0836023313955,261.9839530594739,1.0344190340999195,1.141884442593096
420.0,2026-04-01T00:07:00,78.11515426579655,57.33537453440182,171.60925116008744,2.033089719848556,0.30545899362935897,70.09969986516678,14.979636464474424,1.992671423290043,0.8315231165745997,0.9995880024059137,0.006376384987877033,99.31867059423129,70.23147011646351,117.75255501719047,5.5,2190.7736383533006,263.45566899024925,1.0210221918773006,1.143558736527565
480.0,2026-04-01T00:08:00,77.70629919366964,57.44026757803527,168.4072456454491,2.011051678728565,0.2995985997583277,70.03851041741824,15.046116198661093,2.001084470856555,0.8126648419511062,0.9985637681883657,0.006250013742425855,99.2918773071634,70.2309233811987,117.87994273216165,5.5,2194.5095826551583,258.12861119753177,1.0219876481500612,1.157181873957913
540.0,2026-04-01T00:09:00,77.75889713591377,57.43380739802228,170.00081090356306,2.038476082709729,0.30498788453727854,69.9465216906343,15.146292258914487,1.9961983940646908,0.8457816558075052,0.9977085868023035,0.0070959860107919085,99.30743650123739,69.88251081255098,117.37363490647573,5.5,2219.0252542457715,262.672074097163,1.0166675926089501,1.1674432218895892
600.0,2026-04-01T00:10:00,77.94266836159166,57.48266342719468,174.1897290541217,1.9999687619497244,0.30056126786035703,70.01502168914564,14.98411333869395,1.9781393638072085,0.832563576132928,0.9942075667109781,0.006101655592194012,99.25566085702614,69.95025545444929,117.88666962495932,5.5,2246.5202730131955,267.11539356811306,1.024484877451053,1.1231296880315151
660.0,2026-04-01T00:11:00,78.04300608053059,57.77590691781793,172.69358591935028,1.9421357016202776,0.30314413122083644,70.07286285854727,15.013491633484719,1.992523682679061,0.8318550156831797,0.9950673081038671,0.0051630652262344,99.36349775508309,69.94108070463272,117.861371424507,5.5,2133.9345337896116,251.05254287865833,1.0233124911010079,1.1365899997530835
720.0,2026-04-01T00:12:00,77.86259589609021,57.5427077329566,171.118275950188,1.8823527949214305,0.28986931466830496,69.91984144294304,15.133324165929888,2.003981705223267,0.8301624012403587,0.9952344981602746,0.007200162839071324,99.18086826565055,70.10107044821795,117.9536988268196,5.5,2126.4376182479705,250.2042836131827,1.021503222483178,1.1484367342375872
780.0,2026-04-01T00:13:00,77.89709980260609,57.61908076345516,173.88728158667277,1.9244694164027476,0.2875576699813987,70.08948033777303,15.076390952743795,2.0033102305542916,0.8244961913271928,1.0039773509857548,0.0052764890131342685,99.2544109950768,69.73944584399152,117.79171338353369,5.5,2167.309406542797,252.7850967348476,1.0175641685531565,1.1565860546074047
840.0,2026-04-01T00:14:00,77.7778728400196,57.231675847640034,172.57133202208635,1.9281257285482118,0.3043918854491586,70.03347799598076,15.011642103002007,2.0013690073361943,0.8285399197114529,1.0004044447386198,0.006678195771778361,99.19457258942637,70.04828565238644,117.62486370358897,5.5,2110.154282838391,251.05972232065756,1.00219860811538,1.1491401970270188
900.0,2026-04-01T00:15:00,77.79111584194068,57.14324646986241,171.67989335642147,1.9172453106634861,0.30323266859739056,69.91025105591095,15.0977046390741,2.008508469866136,0.8302861733959919,0.9969140885077117,0.007993595409410066,99.31629929868035,69.96025636135614,117.83257606905873,5.5,2022.7915733088048,251.92097205018965,1.0207253911113914,1.154920925815154
960.0,2026-04-01T00:16:00,77.90666248861845,57.58879345842771,166.08624611203757,1.9486128487438503,0.3010153936640928,70.13562109623234,15.01249159299439,2.0063260755292363,0.8441235723571806,1.001570206213084,0.007712180012585685,99.27013091653257,70.0605366669795,117.3853724699993,5.5,2100.981585531858,245.3389071196925,1.0209474981538629,1.150205094287628
1020.0,2026-04-01T00:17:00,77.959792228933,57.15244101838198,163.4404600906507,1.959099839304926,0.30049823903512085,70.04101620779207,15.161663151726419,2.0034767609538178,0.8133446253183442,0.9982448089968791,0.007938134703182846,99.26675342274856,69.97218265866329,117.59489809260401,5.5,2123.8974178658877,245.01303794346398,1.039423725942826,1.1410980515081475
1080.0,2026-04-01T00:18:00,78.21004314895305,57.21398587871563,173.98576160638368,1.926625801007805,0.2992992554708106,70.08833741115318,14.92603436512951,2.0063062536086576,0.8323161451358392,1.0027546135678875,0.00850367674418177,99.38024876349178,70.09354142030011,117.7962635538577,5.5,2038.8393129193648,246.6483076712521,1.0176919085031901,1.1517986275039098
1140.0,2026-04-01T00:19:00,77.91334839936393,57.50125562914932,165.4976242756486,1.9711719078907552,0.30138199110098507,70.1093203677671,15.034524752835985,1.9824697033917922,0.8271839613286995,0.9892857110694709,0.007369095167015764,99.28101035020765,70.27538069572242,117.36259821182422,5.5,2056.201632755842,246.65745056863216,1.0050247721904462,1.1364816784318763
1200.0,2026-04-01T00:20:00,78.0622669576177,57.56722357519844,165.09437258524926,1.9343703584852068,0.30213024654795034,70.03256598950249,14.84815226761015,1.987966512592542,0.8180933514084229,1.0022295247905333,0.009769597151532843,99.28007731434091,69.60365184999083,117.87674092974527,5.5,2128.221183606867,251.82926584246107,1.025404114750841,1.1510908143999605
1260.0,2026-04-01T00:21:00,78.02593044194136,57.5648013951755,167.43047204746736,2.033032826538086,0.29846248736967984,69.97697004538449,15.01917306325733,2.0223731822894324,0.8191628478219042,1.0019355277616533,0.006997255061359675,99.13726736016518,69.95305772336957,117.65765206761101,5.5,2207.2302056988087,265.0884615335448,1.0116926701959112,1.1609568222440962
1320.0,2026-04-01T00:22:00,77.8192290284667,57.249465285017216,167.83751826644217,2.0340124670688033,0.2994864935412356,69.95520465717816,14.963562896842413,2.0148324773457356,0.8365919718214562,1.0007782739592466,0.006903349142371624,99.24535775648366,69.98645655328494,117.68214927848172,5.5,2169.4265712955344,260.34033097873123,1.0114597990938652,1.1702881324612908
1380.0,2026-04-01T00:23:00,77.78387587489426,57.24228937232236,169.0521101274149,2.0810413293539414,0.3004339833814325,70.02926485943766,14.842343728382282,1.9700234711268834,0.8299362807003189,0.9978065773930769,0.007618801974935573,99.22196211359649,70.24343331612333,117.982329115364,5.5,2192.5055709796284,264.0398201447112,1.0347145854635185,1.152597037945273
1440.0,2026-04-01T00:24:00,78.06976348759534,57.42452848441822,171.1368381677902,2.0886439557283163,0.3093436243270438,69.83035658345908,15.03812437000225,2.004825783587254,0.8210201503873262,0.9968750756312744,0.00742812465914631,99.32348148566993,70.13745881640712,117.62652564061288,5.5,2090.6251555461554,271.2960993681339,1.0143211920986825,1.140116541984475
