time_s,timestamp,cstr.T_R_C,cstr.T_J_C,cstr.C_A,cstr.F_feed,cstr.F_cool,cstr.T_feed_C,cstr.T_cool_in_C,cstr.P_R,cstr.conversion,column.x_D,column.x_B_A,column.purity_B,column.T_top_C,column.T_bot_C,column.RR,column.F_vap_kgh,column.Q_reb_kW,column.P_top_bar,column.P_bot_bar
0.0,2026-04-01T00:00:00,77.6820366318324,57.27897095412343,175.94287469787065,2.022197977559045,0.30414103904837936,70.05771037912572,14.936353635362902,2.010839044408206,0.8258524287955105,0.9982187959704754,0.0070580216944564605,99.22761804209544,70.27099468806223,117.58734788993374,5.5,2181.734913821257,270.4969875467011,1.0132683119793235,1.1464143591505958
60.0,2026-04-01T00:01:00,77.88489312789514,57.00739727648389,174.34126255534653,2.0493974893462363,0.30507063056969264,70.07547696443123,14.985402210688477,2.025638044541194,0.8373968602315418,1.0003635179682098,0.006975563442480676,99.28486674342679,69.78652734352279,117.96642789337817,5.5,2159.2867180587664,265.02229520254787,1.02877078808305,1.1702591042198858
120.0,2026-04-01T00:02:00,77.98704982951853,57.29915483528119,173.97513409520855,1.9928203597482383,0.3064347233700992,69.98435246751706,14.932624085001294,1.9872187979913558,0.828013630608576,0.9980069851341503,0.009269787252583437,99.26610321207907,70.03910795255699,117.72641488690637,5.5,2177.3846584562725,262.4108369719846,1.014049243495266,1.14008515422618
180.0,2026-04-01T00:03:00,77.61864896234614,57.37968041226613,174.82969950373422,2.007322049756907,0.29748623232430293,69.96835171706773,14.953936025876109,1.9712746050195011,0.8398563548979537,1.0005020150400423,0.006277409648415856,99.3159481205156,69.94490793038204,117.6781083263005,5.5,2216.007162471252,270.2930957285483,1.0373798763792803,1.147138124864544
240.0,2026-04-01T00:04:00,77.77073695431572,57.36651169042464,171.87015095067977,2.0034643489657937,0.29720786120294357,70.08132737204208,15.164180101374075,1.9954699830324165,0.8232010422615939,0.9983345672331758,0.006003000304415737,99.28654324507195,70.11710159417161,117.7038061411067,5.5,2180.7054173155257,266.12574718275494,1.0184826731694232,1.165130155625444
300.0,2026-04-01T00:05:00,77.66617150230543,57.31035748940461,167.38221107134166,2.0349595627155805,0.3038264503033036,69.94842324069867,15.16581133183035,1.9940547480872148,0.8171316658943694,0.9983407221114676,0.0073669999708066355,99.28758245316708,70.4857306949344,117.89079815172136,5.5,2233.9760897282067,257.4880616426093,1.0161468622120156,1.1186224146009622
360.0,2026-04-01T00:06:00,77.75638775952065,57.52747250751526,168.49090022399537,2.0054328501210237,0.3014676037538686,70.07873165011904,14.964368661586795,1.994883756491197,0.8353222659257329,0.9999461553521773,0.006730390498784459,99.3141574476229,70.04786512972667,117.77029949390386,5.5,2160.0382176314024,261.97844861367383,1.0344190340999195,1.141884442593096
420.0,2026-04-01T00:07:00,78.11515426579655,57.33537453440182,171.60925116008744,2.033089719848556,0.30545899362935897,70.09969986516678,14.979636464474424,1.992671423290043,0.8315231165745997,0.9995877689742576,0.006381981968397373,99.31811089617925,70.23147945372976,117.75233113796966,5.5,2190.711898964055,263.4482444020526,1.0210221918773006,1.143558736527565
480.0,2026-04-01T00:08:00,77.70629919366964,57.44026757803527,168.4072456454491,2.011051678728565,0.2995985997583277,70.03851041741824,15.046116198661093,2.001084470856555,0.8126648419511062,0.9985634550504208,0.0062572010043567775,99.2911585809703,70.2309359067165,117.87965524168442,5.5,2194.4301767736156,258.1192711016463,1.0219876481500612,1.157181873957913
540.0,2026-04-01T00:09:00,77.75889713591377,57.43380739802228,170.00081090356306,2.038476082709729,0.30498788453727854,69.9465216906343,15.146292258914487,1.9961983940646908,0.8457816558075052,0.997708181154053,0.007104913593774646,99.30654374293913,69.88252703848099,117.37327780315643,5.5,2218.925532892046,262.66026980842645,1.0166675926089501,1.1674432218895892
600.0,2026-04-01T00:10:00,77.94266836159166,57.48266342719468,174.1897290541217,1.9999687619497244,0.30056126786035703,70.01502168914564,14.98411333869395,1.9781393638072085,0.832563576132928,0.994207055708413,0.006112459257068733,99.25458049053867,69.9502758945519,117.88623747836434,5.5,2246.3981170128654,267.1008689949334,1.024484877451053,1.1231296880315151
660.0,2026-04-01T00:11:00,78.04300608053059,57.77590691781793,172.69358591935028,1.9421357016202776,0.30314413122083644,70.07286285854727,15.013491633484719,1.992523682679061,0.8318550156831797,0.9950666838556226,0.005175789833111331,99.36222529439542,69.9411056745625,117.86086244023193,5.5,2133.7977721325115,251.0364531808538,1.0233124911010079,1.1365899997530835
720.0,2026-04-01T00:12:00,77.86259589609021,57.5427077329566,171.118275950188,1.8823527949214305,0.28986931466830496,69.91984144294304,15.133324165929888,2.003981705223267,0.8301624012403587,0.995233748826336,0.007214921910219844,99.1793923585357,70.10110042157551,117.95310846397366,5.5,2126.279435213995,250.18567122956225,1.021503222483178,1.1484367342375872
780.0,2026-04-01T00:13:00,77.89709980260609,57.61908076345516,173.88728158667277,1.9244694164027476,0.2875576699813987,70.08948033777303,15.076390952743795,2.0033102305542916,0.8244961913271928,1.0039764648987333,0.00529338860421482,99.25272103596875,69.73948128747239,117.79103739989046,5.5,2167.1246670434534,252.7635495611624,1.0175641685531565,1.1565860546074047
